,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
28053,65499,http://www.imdb.com/title/tt65499,"Have a Good Funeral, My Friend... Sartana Will Pay (1970)",6.8,Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2OTkzNjY3NV5BMl5BanBnXkFtZTcwODgxNDM2Mg@@._V1_UY268_CR1,0,182,268_AL_.jpg"
8056,56215,http://www.imdb.com/title/tt56215,Mamma Roma (1962),7.9,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2RmZjg1OWYtNGMxZS00Nzc3LTljNTctNTM2NTdkMDg5NGY1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg"
35775,4528386,http://www.imdb.com/title/tt4528386,åÁAsu Mare! 2 (2015),5.9,Biography|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTg1ZWY2NTItOTNjOC00MGYwLWEwNzktZTAyMjczZTJhMDRiXkEyXkFqcGdeQXVyMjQ4NDAyMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
23452,1418377,http://www.imdb.com/title/tt1418377,"I, Frankenstein (2014)",5.1,Action|Fantasy|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3Mzk2MDU3N15BMl5BanBnXkFtZTgwMzg1NTI4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
39665,4240654,http://www.imdb.com/title/tt4240654,SiccÌ¨n (2014),6.5,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE3NGJlMTAtNGQ1MC00ZWQyLWIwMzktMjQ0NGE0MWRjMzAxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UY268_CR2,0,182,268_AL_.jpg"
4359,245280,http://www.imdb.com/title/tt245280,Michael Jordan to the Max (2000),7.5,Documentary|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDg2NTAyM15BMl5BanBnXkFtZTcwMzg3MDU1MQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
11787,444682,http://www.imdb.com/title/tt444682,The Reaping (2007),5.7,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwODE2NTYzMV5BMl5BanBnXkFtZTcwOTIxMjI0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
10710,70040,http://www.imdb.com/title/tt70040,El espí_ritu de la colmena (1973),8.0,Drama|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTRjNDQxZjQtNmMzYy00OWZjLWFhNmMtNGU2NDg1NjdjOTVjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg"
39281,101879,http://www.imdb.com/title/tt101879,The Finest Hour (1992),4.6,Drama|War,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0OTExMTkzNV5BMl5BanBnXkFtZTcwODU5OTIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
14865,996966,http://www.imdb.com/title/tt996966,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",7.7,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MjQ1Nzk3Nl5BMl5BanBnXkFtZTcwNjY0NTM5MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
1800,118798,http://www.imdb.com/title/tt118798,Bulworth (1998),6.8,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTM5NjIyOV5BMl5BanBnXkFtZTgwMzUwNzc3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
29987,90179,http://www.imdb.com/title/tt90179,To Kill a Stranger (1983),5.7,Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDIzNTE1M2MtZGZkOS00Zjc5LWFhZDAtN2YzZjQzZDc5NmYwXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
1397,118708,http://www.imdb.com/title/tt118708,Beverly Hills Ninja (1997),5.5,Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGU1NzQ1ZmItZGVmNC00NWQ4LWEwYTYtOTc4NWE1MmY0YTk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
35547,1465494,http://www.imdb.com/title/tt1465494,Keep Surfing (2009),7.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY0ODUzMTczOV5BMl5BanBnXkFtZTcwNzI2MjUwNA@@._V1_UY268_CR4,0,182,268_AL_.jpg"
13048,83296,http://www.imdb.com/title/tt83296,Visiting Hours (1982),5.5,Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGRiNzY1NTEtZjAxYy00M2U2LThiZTEtOGQ0NWU0NTljYTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
26453,1567385,http://www.imdb.com/title/tt1567385,Un mari de trop (2010),6.0,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI2NTYzYWEtMzE5NS00NmJjLTllNzItZDJmOTE5YTY1MTdjXkEyXkFqcGdeQXVyMzYyNjE5NDY@._V1_UY268_CR110,0,182,268_AL_.jpg"
28721,479000,http://www.imdb.com/title/tt479000,The Coconut Revolution (2000),8.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDc3MTgwZGQtY2IxYy00N2U1LWJhZjItMzAxMjk0MGI2ZDYzXkEyXkFqcGdeQXVyMjE4MzQ2OTQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
8824,77272,http://www.imdb.com/title/tt77272,Brass Target (1978),5.9,Action|Drama|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGZmODYyNmQtNDYzNC00ZTU0LWI3ZjItMDQyZDkzODlmYTA0XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
27238,27029,http://www.imdb.com/title/tt27029,Special Agent (1935),7.1,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWY4OWQ3YzItZTllYS00ZDBmLWJiMDctMWQzNTEzNWE5ODA4XkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
39492,3770426,http://www.imdb.com/title/tt3770426,Burning Bodhi (2015),4.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2ODgwMjM0MF5BMl5BanBnXkFtZTgwOTU3MzQwODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
1226,40897,http://www.imdb.com/title/tt40897,The Treasure of the Sierra Madre (1948),8.3,Adventure|Drama|Western,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
33729,23854,http://www.imdb.com/title/tt23854,Building a Building (1933),7.3,Animation|Short|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWNiYmZkN2UtOTg4My00N2Q2LWEyNDMtMWVlODFjZWQ0MTIxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
8827,77598,http://www.imdb.com/title/tt77598,Gates of Heaven (1978),7.5,Documentary|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQwODU0Nl5BMl5BanBnXkFtZTgwMjI2MjkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
12556,18192,http://www.imdb.com/title/tt18192,Napoleon (1927),7.5,Biography|Drama|History,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmIxZjg5OWItODY3ZS00NjlmLWFiODYtMGM0ZWQ3OTFkNWUyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR1,0,182,268_AL_.jpg"
6554,75066,http://www.imdb.com/title/tt75066,The Pink Panther Strikes Again (1976),7.3,Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTkzMzgwOV5BMl5BanBnXkFtZTYwNzQ4MDM5._V1_UX182_CR0,0,182,268_AL_.jpg"
9347,280949,http://www.imdb.com/title/tt280949,Miranda (2002),5.5,Comedy|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjYyOWRjMmItY2UwMi00MDAxLWI4NzYtOTE5ZjMxYjg1OGM5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
17931,37557,http://www.imdb.com/title/tt37557,Brewster's Millions (1945),6.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0MzkxNzk0NF5BMl5BanBnXkFtZTgwNzQyNzk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
2384,91306,http://www.imdb.com/title/tt91306,Jumpin' Jack Flash (1986),5.8,Comedy|Romance|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDJmYjMxODgtZjgwMi00N2E0LWE0N2UtMzhjMmJkNGZiNDNhXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
25505,2229095,http://www.imdb.com/title/tt2229095,D.L. Hughley: Reset (2012),6.6,Documentary|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTE5Nzc0N15BMl5BanBnXkFtZTgwODQ3NjA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
12470,937347,http://www.imdb.com/title/tt937347,Already Dead (2007),5.7,Action|Crime|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzOTE2MzU3NV5BMl5BanBnXkFtZTcwMjc2Mjc1Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
9738,46451,http://www.imdb.com/title/tt46451,Touchez Pas au Grisbi (1954),8.0,Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDQxMzY5OF5BMl5BanBnXkFtZTcwMzEyMzI5Ng@@._V1_UY268_CR12,0,182,268_AL_.jpg"
11937,405163,http://www.imdb.com/title/tt405163,The Amateurs (2005),6.3,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNzQyOTQzN15BMl5BanBnXkFtZTcwNTYxNjQzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
20704,1922561,http://www.imdb.com/title/tt1922561,The Day He Arrives (2011),7.1,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwOTM0NjkzNV5BMl5BanBnXkFtZTcwMjE5MzA1Nw@@._V1_UY268_CR2,0,182,268_AL_.jpg"
40070,882820,http://www.imdb.com/title/tt882820,Camila Jam (2007),6.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWRmYzcwYzYtOWRjYS00ODBlLWFhNDYtODIwNjA3ZGJlMzlhXkEyXkFqcGdeQXVyMTU2ODc4ODQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
26134,455115,http://www.imdb.com/title/tt455115,H6: Diario de un asesino (2005),4.6,Crime|Horror|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjIzMjA0N15BMl5BanBnXkFtZTcwNzQwNzMzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
37296,1308678,http://www.imdb.com/title/tt1308678,Varde (2008),7.1,Short|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWU5ZDI0NzAtMTE2NS00Y2ZlLTljYmYtYzg5NjAwMWMzMTFkXkEyXkFqcGdeQXVyNjc1OTEyMTU@._V1_UY268_CR3,0,182,268_AL_.jpg"
21767,1291580,http://www.imdb.com/title/tt1291580,Behind the Candelabra (2013),7.0,Biography|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTY2OTM0OF5BMl5BanBnXkFtZTcwMTk4OTQ1OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
15618,32636,http://www.imdb.com/title/tt32636,Invisible Stripes (1939),6.8,Crime|Drama|Film-Noir,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NjgzMzIzM15BMl5BanBnXkFtZTgwODQ0NDQ1MjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
13862,278781,http://www.imdb.com/title/tt278781,Tumannost Andromedy (1967),6.0,Romance|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWEyMzQwNDgtZDM4NS00YzMzLTg3MTgtM2ZlYTYwZTAzYmM0XkEyXkFqcGdeQXVyNjU2OTM4NzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
31777,3430042,http://www.imdb.com/title/tt3430042,The Phoenix Project (2015),4.2,Drama|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MjI0NDAxNV5BMl5BanBnXkFtZTgwNzk2NDI3MzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
12373,51720,http://www.imdb.com/title/tt51720,Higanbana (1958),8.0,Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzZlNzkzNTItM2Y3Zi00ZDYxLTlhZjMtYWRhMGFhMzZkZDcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR9,0,182,268_AL_.jpg"
20123,2028530,http://www.imdb.com/title/tt2028530,Paradise Lost 3: Purgatory (2011),8.1,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyNzgwMDAyMjVeQTJeQWpwZ15BbWU3MDE2NDI0Mjc@._V1_UY268_CR9,0,182,268_AL_.jpg"
4148,266860,http://www.imdb.com/title/tt266860,Pokí©mon 3: The Movie (2000),5.6,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjFjZDdkYjEtODkyNi00Y2VkLWE2YzMtNGVjOGI1ODlhN2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
20349,1985017,http://www.imdb.com/title/tt1985017,Atlas Shrugged II: The Strike (2012),5.4,Drama|Mystery|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzNDAwMjA2MF5BMl5BanBnXkFtZTcwMDIyNjU0OA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
5738,51745,http://www.imdb.com/title/tt51745,Houseboat (1958),6.7,Comedy|Drama|Family,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGZmZmYyZDUtZTIwYy00NTI2LWJiNjctYzU4ZmU2Njk1Zjc4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
25255,100931,http://www.imdb.com/title/tt100931,Why Me? (1990),6.1,Action|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzODkxNzgxMF5BMl5BanBnXkFtZTcwNzgyMzgzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
28079,1855134,http://www.imdb.com/title/tt1855134,Beethoven's Christmas Adventure (2011),4.6,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNjc2NzE2Nl5BMl5BanBnXkFtZTgwMDU2NTA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
5502,80117,http://www.imdb.com/title/tt80117,The Wanderers (1979),7.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1ODU1ODYyN15BMl5BanBnXkFtZTYwODc0NTE5._V1_UY268_CR2,0,182,268_AL_.jpg"
605,116514,http://www.imdb.com/title/tt116514,Hellraiser: Bloodline (1996),5.1,Horror|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1NjVhNGUtY2FhNy00MTQ4LTkyNDAtZWE2YWZhYWQ2YzdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
22910,82272,http://www.imdb.com/title/tt82272,The Strange Case of Dr. Jekyll and Miss Osbourne (1981),6.4,Horror,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmQ5ODFjOWItYWQyOC00OGZkLWEzY2YtYmUyYTdhOGE3MmU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
33149,826559,http://www.imdb.com/title/tt826559,The Indian (2007),8.0,Drama|Family|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDEzNjYyNl5BMl5BanBnXkFtZTcwOTYwODUzMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
2492,116932,http://www.imdb.com/title/tt116932,"Love, etc. (1996)",6.5,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MTAxMjgxNV5BMl5BanBnXkFtZTcwODQ5NDEzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
37899,1346965,http://www.imdb.com/title/tt1346965,Fe (1994),7.5,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzVlMWVlMjQtZmMzOC00MjJlLWJjYjQtZmE4NmJkZjk3NzM0XkEyXkFqcGdeQXVyNDY5NjU5MDE@._V1_UY268_CR86,0,182,268_AL_.jpg"
16757,1001526,http://www.imdb.com/title/tt1001526,Megamind (2010),7.3,Animation|Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
19092,1541149,http://www.imdb.com/title/tt1541149,Albatross (2011),6.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3ODY3OTczNF5BMl5BanBnXkFtZTcwODkxNTE0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
29123,4324274,http://www.imdb.com/title/tt4324274,Batman vs. Robin (2015),7.1,Animation|Action|Adventure,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0ODY2MDE5Nl5BMl5BanBnXkFtZTgwMTk0NTcyNTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
5217,277296,http://www.imdb.com/title/tt277296,The Scorpion King (2002),5.5,Action|Adventure|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTA1NTg0MDcxMF5BMl5BanBnXkFtZTcwNjUzODkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
35694,3526286,http://www.imdb.com/title/tt3526286,#Horror (2015),3.2,Drama|Horror|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5ODg2NjU2Nl5BMl5BanBnXkFtZTgwMTY0NTIwMDI@._V1_UY268_CR2,0,182,268_AL_.jpg"
25428,1821374,http://www.imdb.com/title/tt1821374,Cold Blooded (2012),5.5,Action|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTUzMzMzMl5BMl5BanBnXkFtZTgwNjQ0MTUwMDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
13272,827517,http://www.imdb.com/title/tt827517,Reprise (2006),7.4,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NjYzMjkxMl5BMl5BanBnXkFtZTcwMDk4NTE3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
15137,96337,http://www.imdb.com/title/tt96337,A Tale of the Wind (1988),7.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MjQxY2QtNzI3ZS00MWUwLTk5ZTgtYmUwNGQyYjY5OGQ1XkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_UY268_CR11,0,182,268_AL_.jpg"
14615,1148204,http://www.imdb.com/title/tt1148204,Orphan (2009),7.0,Horror|Mystery|Thriller,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NjQzNjg2Nl5BMl5BanBnXkFtZTcwNzc3NzA0Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
39135,814659,http://www.imdb.com/title/tt814659,Anna M. (2007),6.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MjQwMDM4Nl5BMl5BanBnXkFtZTcwMTQ1MjQ5Mw@@._V1_UY268_CR10,0,182,268_AL_.jpg"
26372,66543,http://www.imdb.com/title/tt66543,The Walking Stick (1970),6.5,Crime|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNjk1NTUyOV5BMl5BanBnXkFtZTcwNjkzNzYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
11569,468526,http://www.imdb.com/title/tt468526,Old Joy (2006),6.7,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjkyMDQxNjY0OV5BMl5BanBnXkFtZTcwMzU3NjI0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
38600,3982118,http://www.imdb.com/title/tt3982118,Adam Green's Aladdin (2016),6.9,Adventure|Comedy|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDA1ODYwNF5BMl5BanBnXkFtZTgwNjc4NTc2NTE@._V1_UY268_CR43,0,182,268_AL_.jpg"
33563,2245003,http://www.imdb.com/title/tt2245003,Miss You Already (2015),6.8,Comedy|Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjQzNDE1OTM5M15BMl5BanBnXkFtZTgwMTQwMTAwNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
17092,1572769,http://www.imdb.com/title/tt1572769,Countdown to Zero (2010),6.9,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDA4MzEzNl5BMl5BanBnXkFtZTcwMzEyMjc1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
10856,381971,http://www.imdb.com/title/tt381971,Curious George (2006),6.6,Animation|Adventure|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzODQ4ODI0Nl5BMl5BanBnXkFtZTcwNTMyMDIzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
8860,85255,http://www.imdb.com/title/tt85255,Blue Thunder (1983),6.3,Action|Crime|Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmVmNWIzNWQtYmMwOC00MTc1LTkxN2UtNzhlYjg5YjZjMzA4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
21487,395669,http://www.imdb.com/title/tt395669,Miss Castaway and the Island Girls (2004),2.4,Adventure|Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NTc3Nzg0OV5BMl5BanBnXkFtZTcwMTM3MjAzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
39918,2933794,http://www.imdb.com/title/tt2933794,Man vs Snake: The Long and Twisted Tale of Nibbler (2015),7.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjEzMjE4NTQtZDlmYy00Yzc5LTlkZmYtNjNhZWNkZTFhNTViXkEyXkFqcGdeQXVyMDE1NjIxNg@@._V1_UY268_CR0,0,182,268_AL_.jpg"
23093,1455810,http://www.imdb.com/title/tt1455810,Happy Family (2010),6.7,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTBhZjViYjgtZjljZC00ZGU1LTlkNTYtMjIwMDFhZjgzMDUwXkEyXkFqcGdeQXVyMTQ0MDE5OTI@._V1_UY268_CR2,0,182,268_AL_.jpg"
35620,1725995,http://www.imdb.com/title/tt1725995,Kuan meun ho (2010),7.6,Comedy|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDM2OTRlMDItYmRkNi00OTMwLWJkY2EtOTBhMTg1OGY1MjczXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
9916,102095,http://www.imdb.com/title/tt102095,If Looks Could Kill (1991),5.7,Action|Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxY2EyOTctNDY3My00YjU0LTgxY2ItOWVjYTY2ZjIyMDIyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
10778,86551,http://www.imdb.com/title/tt86551,Confidentially Yours (1983),7.4,Comedy|Crime|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNzg3OTI1OV5BMl5BanBnXkFtZTcwOTI3NjMyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
26957,262776,http://www.imdb.com/title/tt262776,Snow in August (2001),6.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MTAwMjQwMzVeQTJeQWpwZ15BbWU3MDk1MTE5NjI@._V1_UY268_CR3,0,182,268_AL_.jpg"
32294,3802576,http://www.imdb.com/title/tt3802576,Brothers (2015),6.7,Action|Drama|Sport,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ4Njg3Mjg5Nl5BMl5BanBnXkFtZTgwODE5MDg1NjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
17803,82243,http://www.imdb.com/title/tt82243,Strange Behavior (1981),5.6,Horror|Mystery|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMDAzODQ3OV5BMl5BanBnXkFtZTYwMzU3NTk5._V1_UY268_CR3,0,182,268_AL_.jpg"
29041,439581,http://www.imdb.com/title/tt439581,Gadkie lebedi (2006),7.1,Drama|Mystery|Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTY1NTMwNF5BMl5BanBnXkFtZTgwNDAxMTAzMjE@._V1_UY268_CR9,0,182,268_AL_.jpg"
27028,40457,http://www.imdb.com/title/tt40457,I Love Trouble (1948),7.1,Film-Noir|Mystery,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjE1ODAyNjYtZTllMC00MGQwLWI1YzAtMzc1MDFlMTEzMGFhXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR82,0,182,268_AL_.jpg"
7206,335345,http://www.imdb.com/title/tt335345,The Passion of the Christ (2004),7.2,Drama,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDY1N2IyYWMtZTY4OS00OGM1LTkxNmUtOTQzYmM5MmI2YmVmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
3932,212346,http://www.imdb.com/title/tt212346,Miss Congeniality (2000),6.2,Action|Comedy|Crime,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjZlYzA4NTgtOGU0My00ODYwLTk4ZWItYWI4NGQ3NTU1NjI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
4166,211492,http://www.imdb.com/title/tt211492,The Luzhin Defence (2000),6.9,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzOTYyNDY0Ml5BMl5BanBnXkFtZTcwNzQ5MjcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
26931,47199,http://www.imdb.com/title/tt47199,Mad About Men (1954),6.6,Comedy|Fantasy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5NTE4MzE2NV5BMl5BanBnXkFtZTgwNTM2Nzk1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
34243,80929,http://www.imdb.com/title/tt80929,Inspecteur la Bavure (1980),6.2,Comedy,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjU2MDk2Ml5BMl5BanBnXkFtZTcwNjc3NTI5MQ@@._V1_UY268_CR5,0,182,268_AL_.jpg"
1074,84707,http://www.imdb.com/title/tt84707,Sophie's Choice (1982),7.7,Drama|Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDUyYTEtMzkyZi00YjMzLTkwMDUtYWMzNjIwNmM5NWQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
